name,name_lower,chapter_idx,count
Russes,russes,94,1
Russie,russie,2,1
Russie,russie,65,2
Sachez,sachez,72,1
Sacr,sacr,94,1
Saint,saint,73,1
Satisfait,satisfait,65,1
Saxons,saxons,65,1
Schoss,schoss,15,1
Schoss,schoss,80,2
Schoss,schoss,81,1
Schoss,schoss,83,1
Schoss,schoss,96,4
Sept,sept,94,1
Smolensk,smolensk,57,2
Smolensk,smolensk,94,1
Soci,soci,77,1
Sophie,sophie,29,1
Sorbonne,sorbonne,94,1
Suisses,suisses,65,1
Talma,talma,94,1
Tartare,tartare,99,1
Terribles,terribles,94,1
Teufel,teufel,9,1
Tiens,tiens,94,1
Tiens,tiens,98,1
Toscans,toscans,65,1
Tr,tr,34,1
Turenne,turenne,4,1
Unterkunft,unterkunft,94,3
Unterkunft,unterkunft,99,1
Varsovie,varsovie,94,1
Verlust,verlust,52,1
Vienne,vienne,94,1
Vilain,vilain,1,1
Vistule,vistule,5,1
Vistule,vistule,65,1
Viva,viva,3,1
Voil,voil,57,1
Voil,voil,72,1
Voil,voil,73,2
Voil,voil,98,1
Voudrez,voudrez,94,1
Voyons,voyons,93,1
Voyons,voyons,99,1
Wagram,wagram,94,1
Wilna,wilna,65,2
Wurtembergeois,wurtembergeois,65,1
Wurtembourgeois,wurtembourgeois,94,1
Zweck,zweck,52,1
Августину,августин,71,1
Августину,августин,78,1
Австрией,австри,0,1
Австрией,австри,52,1
Австрийскую,австрийску,1,1
Степан Степанович Адраксин,адракс,26,2
Ай,ай,59,1
Александра,александр,0,8
Александра,александр,1,1
Александра,александр,2,1
Александра,александр,3,2
Александра,александр,4,3
Александра,александр,5,13
Александра,александр,6,7
Александра,александр,8,4
Александра,александр,28,4
Александра,александр,85,1
Александра,александр,99,3
Александровских,александровских,26,1
Иосифа Алексеевича,алексеевич,84,7
Иосифа Алексеевича,алексеевич,92,5
Макар Алексеичем,алексеич,92,7
Макар Алексеичем,алексеич,93,5
Алпатыча,алпатыч,29,1
Алпатыча,алпатыч,30,4
Алпатыча,алпатыч,31,64
Алпатыча,алпатыч,32,6
Алпатыча,алпатыч,35,1
Алпатыча,алпатыч,36,17
Алпатыча,алпатыч,37,9
Алпатыча,алпатыч,38,1
Алпатыча,алпатыч,40,11
Алпатыча,алпатыч,41,8
Аль,аль,31,1
Аль,аль,59,1
Амазонка,амазонк,44,1
Амалика,амалик,17,2
Аминь,аминь,17,1
Анатоля,анатол,17,2
Анатоля,анатол,65,1
Анатоль,анатоль,65,1
Анатоль,анатоль,75,2
Англии,англи,0,3
Англии,англи,5,3
Английском,английск,75,1
Английского,английского,44,1
Андрей,андр,7,23
Андрей,андр,8,6
Андрей,андр,9,4
Андрей,андр,10,4
Андрей,андр,29,2
Андрей,андр,31,2
Андрей,андр,32,11
Андрей,андр,35,1
Андрей,андр,37,1
Андрей,андр,42,4
Андрей,андр,43,10
Андрей,андр,51,2
Андрей,андр,52,21
Андрей,андр,64,3
Андрей,андр,65,5
Андрей,андр,77,1
Андрей,андр,83,1
Андрей,андр,96,4
Андрей,андр,97,16
Андрей,андр,99,1
Андрея,андре,7,8
Андрея,андре,8,2
Андрея,андре,9,6
Андрея,андре,10,4
Андрея,андре,11,1
Андрея,андре,17,2
Андрея,андре,29,6
Андрея,андре,30,1
Андрея,андре,31,3
Андрея,андре,32,11
Андрея,андре,35,3
Андрея,андре,36,2
Андрея,андре,37,4
Андрея,андре,41,2
Андрея,андре,42,14
Андрея,андре,43,6
Андрея,андре,51,2
Андрея,андре,52,7
Андрея,андре,58,2
Андрея,андре,63,1
Андрея,андре,64,4
Андрея,андре,65,9
Андрея,андре,70,1
Андрея,андре,75,1
Андрея,андре,83,2
Андрея,андре,96,4
Андрея,андре,97,5
Алексей Андреевич,андреевич,32,1
Илья Андреич,андреич,25,1
Илья Андреич,андреич,26,4
Илья Андреич,андреич,27,1
Илья Андреич,андреич,29,1
Илья Андреич,андреич,78,1
Илья Андреич,андреич,81,1
Аниска,аниск,98,3
Анной,анн,82,1
Антихрист,антихрист,23,1
Анферовы,анферов,99,2
Апокалипсисе,апокалипсис,18,1
Апокалипсисе,апокалипсис,23,2
Аракчеева,аракче,2,5
Аракчеева,аракче,4,3
Аракчеева,аракче,8,5
Аракчеева,аракче,33,1
Аракчееву,аракчеев,28,1
Аракчееву,аракчеев,32,1
Арбата,арбат,91,2
Арбата,арбат,98,2
Арбатскую,арбатску,15,1
Арк,арк,44,1
Арколем,аркол,62,1
Армфельд,армфельд,8,2
Армфельд,армфельд,9,1
Армфельд,армфельд,10,6
Армфельдтов,армфельдт,5,3
Архаровых,архаровых,44,1
Ауерштетом,ауерштет,9,1
Аустерлицем,аустерлиц,10,1
Аустерлицем,аустерлиц,43,2
Аустерлицем,аустерлиц,51,1
Аустерлицем,аустерлиц,52,1
Аустерлицем,аустерлиц,53,1
Аустерлицем,аустерлиц,62,2
Аустерлицком,аустерлицк,7,1
Аустерлицком,аустерлицк,8,1
Аустерлицком,аустерлицк,10,1
Аустерлицком,аустерлицк,11,1
Аустерлицком,аустерлицк,56,1
Аустерлицким,аустерлицким,9,1
Аустерлицкого,аустерлицкого,8,1
Аустерлицкого,аустерлицкого,42,1
Африки,африк,1,1
Африки,африк,85,1
Ах,ах,24,3
Ах,ах,29,2
Ах,ах,30,1
Ах,ах,37,1
Ах,ах,44,1
Ах,ах,45,1
Ах,ах,47,1
Ах,ах,48,3
Ах,ах,50,1
Ах,ах,52,1
Ах,ах,59,1
Ах,ах,74,1
Ах,ах,76,1
Ах,ах,77,1
Ах,ах,79,1
Ах,ах,81,1
Ах,ах,82,2
Ах,ах,83,4
Ах,ах,84,2
Ах,ах,88,2
Ах,ах,92,1
Ах,ах,96,3
Ах,ах,97,1
Ах,ах,99,6
Ахиллес,ахиллес,67,6
Марья Дмитриевна Ахросимова,ахросим,73,1
Ашу,аш,31,2
Ба,ба,99,1
Один Багратион,багратион,8,2
Один Багратион,багратион,28,7
Один Багратион,багратион,31,1
Один Багратион,багратион,32,1
Один Багратион,багратион,46,1
Один Багратион,багратион,59,2
Один Багратион,багратион,61,1
Один Багратион,багратион,63,2
Баденских,баденских,6,1
Баденскому,баденском,5,1
Баздеева,базде,84,5
Балашев,балаш,2,5
Балашев,балаш,3,16
Балашев,балаш,4,12
Балашев,балаш,5,28
Балашев,балаш,6,20
Балашев,балаш,8,1
Балашев,балаш,28,1
Балашеву,балашев,2,2
Балашеву,балашев,3,3
Балашеву,балашев,4,1
Балашеву,балашев,5,7
Балашеву,балашев,6,4
Балашевым,балашевым,2,4
Балашевым,балашевым,6,1
Бальмашев,бальмаш,99,1
Барклаю,баркла,7,1
Барклаю,баркла,8,6
Барклаю,баркла,28,9
Барклаю,баркла,31,1
Барклаю,баркла,33,1
Барклаю,баркла,42,1
Барклаю,баркла,52,2
Барклаю,баркла,63,4
Барклаю,баркла,70,2
Барклай,барклай,5,2
Барклай,барклай,8,2
Барклай,барклай,9,1
Барклай,барклай,28,8
Барклай,барклай,42,1
Барклай,барклай,46,1
Барклай,барклай,63,3
Барклай,барклай,70,1
Бассано,бассано,99,1
Батарея,батаре,64,1
Беги,бег,59,1
Беззащитная,беззащитна,40,1
Беззубово,беззубово,48,1
Графиня Безухова,безух,16,1
Графиня Безухова,безух,27,1
Графиня Безухова,безух,44,3
Графиня Безухова,безух,77,2
Графиня Безухова,безух,78,1
Графиня Безухова,безух,83,2
Безухову,безухов,47,1
Безухову,безухов,72,1
Безуховых,безуховых,77,1
Аграфена Ивановна Белова,бел,16,1
Беловой,белов,16,3
Бельяр,бельяр,62,4
Граф Бенигсен,бенигсен,2,2
Граф Бенигсен,бенигсен,5,3
Граф Бенигсен,бенигсен,8,9
Граф Бенигсен,бенигсен,9,4
Граф Бенигсен,бенигсен,10,2
Граф Бенигсен,бенигсен,28,2
Граф Бенигсен,бенигсен,29,1
Граф Бенигсен,бенигсен,48,1
Граф Бенигсен,бенигсен,49,9
Граф Бенигсен,бенигсен,50,7
Граф Бенигсен,бенигсен,69,2
Граф Бенигсен,бенигсен,70,11
Бери,бер,87,1
Берг,берг,31,5
Берг,берг,81,1
Берг,берг,82,11
Берегись,берегись,64,1
Березину,березин,68,1
Берись,берись,64,1
Берись,берись,92,1
Берлин,берл,71,1
Берлин,берл,91,1
Берлин,берл,99,1
Бернадота,бернадот,5,1
Бертье,берть,1,1
Бертье,берть,6,1
Бертье,берть,34,2
Бертье,берть,62,9
Бессьер,бессьер,6,1
Билибина,билиб,33,1
Билибина,билиб,73,5
Билибина,билиб,99,1
Блажен,блажен,99,1
Блаженная,блаженна,62,1
Слава Богу,бог,10,1
Слава Богу,бог,16,1
Слава Богу,бог,17,3
Слава Богу,бог,24,1
Слава Богу,бог,32,1
Слава Богу,бог,37,3
Слава Богу,бог,38,2
Слава Богу,бог,43,1
Слава Богу,бог,52,1
Слава Богу,бог,63,1
Слава Богу,бог,75,1
Слава Богу,бог,81,2
Слава Богу,бог,83,3
Слава Богу,бог,97,1
Слава Богу,бог,99,3
Богородице,богородиц,48,1
Апокалипсиса Иоанна Богослова,богосл,18,1
Богучарова,богучар,35,1
Богучарова,богучар,36,3
Богучарова,богучар,40,2
Богучарова,богучар,41,1
Богучарове,богучаров,7,1
Богучарове,богучаров,35,3
Богучарове,богучаров,36,3
Богучарове,богучаров,37,1
Богучарове,богучаров,40,1
Богучарове,богучаров,41,1
Богучарове,богучаров,99,1
Богучарово,богучарово,32,3
Богучарово,богучарово,35,4
Богучарово,богучарово,36,1
Богучарово,богучарово,37,1
Богучарово,богучарово,40,1
Богучарово,богучарово,41,1
Богучаровым,богучаровым,36,1
Богучаровым,богучаровым,40,1
Ах Боже,бож,7,1
Ах Боже,бож,64,2
Божия,божи,42,1
Божия,божи,90,1
Промысл Божий,божий,78,1
Божьей,божь,0,1
Божьей,божь,35,1
Божьей,божь,87,1
Божьей,божь,98,1
Божьего,божьего,37,1
Бозе,боз,48,1
Болконском,болконск,23,1
Болконском,болконск,41,1
Мари Болконская,болконска,44,2
Болконский,болконский,7,1
Болконский,болконский,24,1
Болконский,болконский,42,4
Болконский,болконский,78,1
Болконский,болконский,80,1
Болконским,болконским,97,1
Болконского,болконского,8,1
Болконского,болконского,9,1
Болконского,болконского,10,1
Болконского,болконского,17,1
Болконского,болконского,23,1
Болконского,болконского,31,2
Болконского,болконского,37,1
Болконского,болконского,40,2
Болконского,болконского,42,2
Болконского,болконского,43,1
Болконского,болконского,49,1
Болконского,болконского,97,1
Болконскому,болконском,8,1
Болконскому,болконском,9,1
Болконскому,болконском,10,1
Болконскому,болконском,42,2
Болконскому,болконском,52,1
Болота,болот,32,1
Бонапарте,бонапарт,8,2
Бонапарте,бонапарт,10,1
Бонапарте,бонапарт,33,2
Бонапарте,бонапарт,34,3
Бонапарте,бонапарт,36,1
Бонапарте,бонапарт,44,1
Бонапарте,бонапарт,71,1
Бонапарте,бонапарт,90,1
Бонапарте,бонапарт,91,1
Бонапарте,бонапарт,92,3
Бонапарте,бонапарт,99,1
Бонапартовскою,бонапартовско,45,1
Борис,борис,2,10
Борис,борис,49,14
Борис,борис,58,1
Боровицкие,боровицки,87,1
Синей Бороде,бород,34,1
Синей Бороде,бород,46,2
Синей Бороде,бород,48,1
Синей Бороде,бород,58,3
Синей Бороде,бород,61,1
Синей Бороде,бород,63,1
Синей Бороде,бород,66,1
Синей Бороде,бород,68,2
Синей Бороде,бород,69,1
Бородине,бородин,46,3
Бородине,бородин,48,1
Бородине,бородин,58,2
Бородине,бородин,66,1
Бородино,бородино,48,2
Бородино,бородино,50,1
Бородино,бородино,54,1
Бородино,бородино,59,1
Бородино,бородино,61,3
Бородинском,бородинск,46,3
Бородинском,бородинск,56,3
Бородинском,бородинск,73,1
Бородинском,бородинск,78,1
Бородинском,бородинск,97,1
Бородинская,бородинска,46,1
Бородинское,бородинско,46,9
Бородинское,бородинско,55,2
Бородинское,бородинско,56,2
Бородинское,бородинско,68,1
Бородинского,бородинского,46,2
Бородинского,бородинского,50,1
Бородинского,бородинского,53,1
Бородинского,бородинского,61,1
Бородинского,бородинского,63,1
Бородинского,бородинского,66,1
Бородинского,бородинского,71,3
Бородинского,бородинского,74,1
Бородинского,бородинского,78,1
Бородинского,бородинского,85,1
Бородинского,бородинского,89,2
Бородинского,бородинского,92,1
Бородинского,бородинского,97,1
Бородиным,бородиным,46,1
Бородиным,бородиным,54,1
Бородиным,бородиным,59,1
Бородиным,бородиным,61,2
Бородиным,бородиным,66,2
Бородиным,бородиным,68,1
Бородиным,бородиным,99,1
Борьба,борьб,94,1
Босоногая,босонога,98,1
Боссе,босс,53,14
Боссе,босс,57,2
Боссе,босс,62,2
Боссе,босс,99,2
Ботнического,ботнического,5,1
Боше,бош,99,1
Браницкий,браницкий,28,1
Браунау,брауна,57,1
Бремена,бремен,99,1
Будьте,будьт,16,1
Букарешта,букарешт,7,1
Букарешта,букарешт,33,1
Букарешта,букарешт,43,1
Бурбонов,бурбон,53,1
Бурдино,бурдино,48,1
Ваграмом,ваграм,62,1
Ваграмом,ваграм,99,1
Валахии,валахи,5,2
Валашки,валашк,7,1
Валуев,валу,25,1
Валуеву,валуев,46,1
Валуеву,валуев,48,1
Валуеву,валуев,66,1
Валуевым,валуевым,58,1
Ваньку,ваньк,41,1
Варварке,варварк,88,1
Варфоломеевская,варфоломеевска,55,1
Варфоломеевская,варфоломеевска,56,1
Варшаву,варшав,99,1
Василия,васили,33,2
Князь Василий,василий,33,9
Василья,василь,33,1
Елены Васильевны,васильевн,84,1
Васильич,васильич,80,1
Васильич,васильич,81,2
Васильич,васильич,82,1
Васильич,васильич,83,2
Васильич,васильич,88,3
Васильчиков,васильчик,76,1
Васьки,васьк,42,1
Веди,вед,88,1
Веймарских,веймарских,6,1
Вейротер,вейротер,9,1
Вейротер,вейротер,56,1
Век,век,83,1
Екатерина Великая,велика,5,1
Вены,вен,46,1
Вены,вен,71,1
Вены,вен,91,1
Вены,вен,92,1
Вены,вен,99,1
Верой,вер,44,1
Верой,вер,99,1
Верещагин,верещаг,76,3
Верещагин,верещаг,77,2
Верещагин,верещаг,89,2
Верещагин,верещаг,90,17
Верещагиным,верещагиным,90,1
Верочке,верочк,82,1
Верушка,верушк,82,2
Весельем,весель,32,1
Ветра,ветр,32,1
Взбуровило,взбуровило,36,1
Вздвиженки,вздвиженк,91,3
Виленской,виленск,2,1
Виленской,виленск,8,1
Вилии,вили,1,1
Вильковисском,вильковисск,1,1
Вильковисского,вильковисского,1,1
Вильне,вильн,2,3
Вильне,вильн,4,2
Вильне,вильн,5,1
Вильне,вильн,6,1
Вильне,вильн,8,3
Вильне,вильн,11,2
Вильне,вильн,68,1
Вильне,вильн,72,2
Вильне,вильн,99,2
Винцингероде,винцингерод,5,2
Винцингероде,винцингерод,6,1
Винцингероде,винцингерод,8,1
Винцингероде,винцингерод,9,1
Винцингероде,винцингерод,28,1
Вислу,висл,0,2
Вислу,висл,5,2
Вислу,висл,99,2
Вислоухова,вислоух,36,2
Витгенштейн,витгенштейн,45,1
Витебск,витебск,8,1
Витебск,витебск,13,1
Витебск,витебск,29,3
Витебск,витебск,30,2
Витебск,витебск,53,1
Вишь,вишь,38,1
Вишь,вишь,74,1
Вишь,вишь,95,1
Вишь,вишь,99,1
Владимиром,владимир,82,1
Владимиром,владимир,89,1
Влоцкий,влоцкий,28,1
Внутренний,внутренний,16,1
Внушите,внушит,99,1
Возчики,возчик,47,2
Волконский,волконский,8,2
Волконский,волконский,10,3
Волконскому,волконском,10,1
Вольтер,вольтер,55,1
Вольцоген,вольцоген,8,3
Вольцоген,вольцоген,9,1
Вольцоген,вольцоген,10,5
Вольцоген,вольцоген,32,1
Вольцоген,вольцоген,52,1
Вольцоген,вольцоген,63,10
Вообразите,вообразит,32,1
Воробьевых,воробьевых,69,1
Воронежской,воронежск,78,1
Воронцова,воронц,45,1
Воронцово,воронцово,45,1
Воронья,воронь,64,1
Восток,восток,0,1
Врешь,врешь,92,1
Бога Вседержителя,вседержител,76,1
Входившие,входивши,70,1
Выбирайтесь,выбирайтесь,99,1
Выжидай,выжидай,59,1
Вызываемый,вызываемый,94,1
Выпитое,выпито,94,1
Выправь,выправь,64,1
Вышедший,вышедший,42,1
Вязьмы,вязьм,34,2
Вязьмы,вязьм,37,1
Вязьмы,вязьм,42,1
Вязьмы,вязьм,45,1
Вязьмитинова,вязьмитин,33,1
Гага,гаг,35,1
Гамбурга,гамбург,99,1
Гамбургскую,гамбургску,76,1
Гаченском,гаченск,31,1
Гедеону,гедеон,17,2
Генералитет,генералитет,48,1
Марья Генриховна,генриховн,11,2
Марья Генриховна,генриховн,12,22
Георгием,георги,23,1
Георгием,георги,48,1
Георгием,георги,70,1
Георгиевские,георгиевски,60,1
Георгиевский,георгиевский,14,3
Георгиевский,георгиевский,24,1
Геракова,герак,49,1
Герасим,герасим,84,10
Герасим,герасим,92,4
Герасим,герасим,93,6
Герасим,герасим,94,1
Герасим,герасим,98,1
Германии,германи,6,1
Германии,германи,99,1
Глава,глав,78,1
Главнее,главне,7,1
Глянь,глянь,95,2
Гм,гм,82,1
Голиафа,голиаф,17,2
Князь Голицын,голиц,44,1
Голодною,голодно,37,1
Гони,гон,87,1
Лысыми Горами,горам,32,2
Лысых Горах,горах,7,1
Лысых Горах,горах,31,2
Лысых Горах,горах,32,2
Лысых Горах,горах,35,4
Лысых Горах,горах,39,2
Лысых Горах,горах,43,1
Лысых Горах,горах,51,1
Горки,горк,52,2
Горки,горк,58,1
Горкам,горкам,47,1
Горкам,горкам,59,1
Горках,горках,49,1
Горках,горках,63,1
Горок,горок,50,1
Горок,горок,66,1
Горячечное,горячечно,97,1
Миром Господу,господ,17,1
Гостиного,гостиного,87,1
Гостиный,гостиный,87,1
Гостиный,гостиный,98,1
Гридневой,гриднев,46,1
Грузинского,грузинского,98,1
Грузинского,грузинского,99,1
Грязно,грязно,32,1
Даву,дав,3,2
Даву,дав,4,10
Даву,дав,54,1
Даву,дав,61,3
Даву,дав,62,1
Давиду,давид,17,2
Давыдовым,давыдовым,66,1
Жоржем Данденом,данден,99,1
Софья Даниловна,даниловн,84,2
Данциг,данциг,1,1
Данциг,данциг,3,1
Двенадцатого,двенадцатого,0,1
Двину,двин,5,1
Дворняшка,дворняшк,31,1
Деcаль,деcаль,29,1
Действуйте,действуйт,53,1
Денисова,денис,17,1
Денисова,денис,34,1
Денисова,денис,42,19
Денисова,денис,75,1
Денисову,денисов,11,1
Денисову,денисов,42,1
Вотчинного Департамента,департамент,89,2
Держи,держ,88,1
Десалем,десал,29,6
Десалем,десал,35,1
Десаль,десаль,7,2
Десаль,десаль,29,4
Десаль,десаль,30,2
Десаль,десаль,31,2
Десаль,десаль,35,1
Десс,десс,54,2
Десс,десс,61,2
Дитятко,дитятко,98,1
Марьи Дмитриевны,дмитриевн,15,1
Марьи Дмитриевны,дмитриевн,26,1
Марьи Дмитриевны,дмитриевн,73,2
Днепр,днепр,5,1
Днепр,днепр,29,1
Днепр,днепр,31,2
Добившись,добившись,36,1
Добрее,добре,24,1
Дойдя,дойд,94,1
Дойдя,дойд,99,1
Долголетним,долголетним,63,1
Доложи,долож,31,2
Долохов,долох,49,5
Долохов,долох,51,1
Долохов,долох,75,3
Долоховым,долоховым,75,1
Дона,дон,99,1
Дорогобужа,дорогобуж,31,1
Дорогобужа,дорогобуж,34,1
Дорогомиловской,дорогомиловск,69,1
Дорогомиловской,дорогомиловск,85,2
Дорогомиловского,дорогомиловского,86,1
Дорогомиловского,дорогомиловского,98,2
Дорогомиловскому,дорогомиловском,85,1
Дорогомиловскую,дорогомиловску,78,1
Дорогомиловскую,дорогомиловску,85,1
Дорожки,дорожк,32,1
Досиделись,досиделись,79,1
Дохтуров,дохтур,70,2
Дохтурову,дохтуров,63,1
Драгунский,драгунский,14,1
Дрездене,дрезден,0,1
Дрездене,дрезден,1,1
Дрездене,дрезден,28,1
Дриссы,дрисс,8,7
Дриссы,дрисс,11,2
Дриссы,дрисс,68,1
Дриссы,дрисс,99,1
Дрисском,дрисск,7,1
Дрисском,дрисск,28,1
Дрисский,дрисский,8,1
Дрисский,дрисский,10,1
Дрисский,дрисский,28,1
Дрисский,дрисский,99,1
Дрисского,дрисского,9,1
Дрисского,дрисского,10,3
Дрожание,дрожани,99,1
Дрон,дрон,36,20
Дрон,дрон,37,8
Дрон,дрон,38,2
Дрон,дрон,40,3
Дрон,дрон,41,6
Дронушкой,дронушк,36,2
Дронушкой,дронушк,37,7
Дронушкой,дронушк,38,3
Борис Друбецкой,друбецк,2,1
Борис Друбецкой,друбецк,49,1
Друбецкая,друбецка,29,1
Друбецкая,друбецка,44,1
Друбецкая,друбецка,51,1
Друбецкого,друбецкого,49,1
Дружеский,дружеский,99,1
Дуная,дуна,5,1
Дунай,дунай,30,1
Дуняша,дуняш,35,4
Дуняша,дуняш,37,2
Дуняша,дуняш,38,5
Дуняша,дуняш,39,2
Дуняша,дуняш,40,2
Дуняша,дуняш,41,3
Дуняша,дуняш,79,2
Дуняша,дуняш,82,1
Дуняша,дуняш,83,1
Душегуб,душегуб,88,1
Душегубство,душегубство,25,1
Душенька,душеньк,35,1
Душенька,душеньк,39,1
Дюрок,дюрок,5,1
Дюрок,дюрок,6,1
Дюронеля,дюронел,99,1
Дюшенуа,дюшену,99,1
Дядя,дяд,42,1
Еmреrеur,еmреrеur,1,1
Евангелие,евангели,97,3
Евангельский,евангельский,73,1
Европы,европ,0,4
Европы,европ,5,2
Европы,европ,6,1
Европы,европ,24,1
Европы,европ,26,1
Европы,европ,53,1
Европы,европ,67,2
Европы,европ,68,1
Европы,европ,92,1
Евстафьевичу,евстафьевич,45,2
Егерского,егерского,23,1
Екатерининском,екатерининск,26,1
Екатерининских,екатерининских,26,1
Екатерининскую,екатерининску,76,1
Елены,елен,0,1
Елены,елен,65,1
Елены,елен,99,1
Ермолов,ермол,8,2
Ермолов,ермол,42,1
Ермолов,ермол,60,1
Ермолов,ермол,69,1
Ермолов,ермол,70,2
Ермолов,ермол,87,1
Ермолову,ермолов,63,1
Ефим,ефим,83,2
Жадные,жадны,31,1
Жаилие,жаили,99,1
Жалобный,жалобный,90,1
Жанлис,жанлис,43,1
Женитесь,женитесь,99,1
Жераром,жерар,53,1
Жераром,жерар,54,1
Живущих,живущих,36,1
Жития,жити,32,1
Жобер,жобер,99,1
Жоконду,жоконд,99,1
Жюли,жюл,29,2
Жюли,жюл,44,13
Жюли,жюл,45,1
Загорелось,загорелось,98,1
Займища,займищ,34,2
Займища,займищ,42,2
Закрете,закрет,2,1
Замеченные,замеченны,26,1
Замоскворечье,замоскворечь,98,1
Запором,запор,90,1
Заступницу,заступниц,48,1
Дрон Захарыч,захарыч,41,1
Захарьино,захарьино,48,1
Зде,зд,18,1
Здржинский,здржинский,11,4
Здржинского,здржинского,11,4
Знаменке,знаменк,91,2
Зубовском,зубовск,99,1
