chapter_idx,title,total_score,avg_score,sentiment_words,positive_count,negative_count,neutral_count,sentiment_label
51,Глава 52,-2.0,-2.0,1,0,1,0,negative
52,Глава 53,-3.0,-1.5,2,0,2,0,negative
53,Глава 54,1.0,1.0,1,1,0,0,positive
54,Глава 55,-2.0,-2.0,1,0,1,0,negative
55,Глава 56,-13.0,-0.7647,17,4,13,0,negative
56,Глава 57,-3.0,-0.375,8,3,5,0,negative
57,Глава 58,2.0,0.1818,11,6,5,0,positive
58,Глава 59,0.0,0,0,0,0,0,neutral
59,Глава 60,-1.0,-0.2,5,2,3,0,negative
60,Глава 61,2.0,2.0,1,1,0,0,positive
61,Глава 62,0.0,0,0,0,0,0,neutral
62,Глава 63,-1.0,-0.25,4,2,2,0,negative
63,Глава 64,0.0,0,0,0,0,0,neutral
64,Глава 65,6.0,1.5,4,4,0,0,positive
65,Глава 66,-9.0,-1.8,5,0,5,0,negative
66,Глава 67,-7.0,-1.0,7,2,5,0,negative
67,Глава 68,10.0,1.6667,6,6,0,0,positive
68,Глава 69,0.0,0,0,0,0,0,neutral
69,Глава 70,-1.0,-0.2,5,3,2,0,negative
70,Глава 71,3.0,0.6,5,3,2,0,positive
71,Глава 72,19.0,0.76,25,20,5,0,positive
72,Глава 73,13.0,1.8571,7,7,0,0,positive
73,Глава 74,6.0,2.0,3,3,0,0,positive
74,Глава 75,-1.0,-0.5,2,1,1,0,negative
75,Глава 76,0.0,0,0,0,0,0,neutral
76,Глава 77,-2.0,-0.6667,3,1,2,0,negative
77,Глава 78,0.0,0,0,0,0,0,neutral
78,Глава 79,-13.0,-1.3,10,2,8,0,negative
79,Глава 80,1.0,0.2,5,3,2,0,positive
80,Глава 81,2.0,0.4,5,4,1,0,positive
81,Глава 82,2.0,2.0,1,1,0,0,positive
82,Глава 83,11.0,0.9167,12,9,3,0,positive
83,Глава 84,3.0,1.5,2,2,0,0,positive
84,Глава 85,8.0,1.3333,6,6,0,0,positive
85,Глава 86,2.0,0.6667,3,2,1,0,positive
86,Глава 87,1.0,0.1429,7,4,3,0,positive
87,Глава 88,6.0,0.8571,7,6,1,0,positive
88,Глава 89,14.0,1.5556,9,9,0,0,positive
89,Глава 90,10.0,0.8333,12,9,3,0,positive
90,Глава 91,1.0,1.0,1,1,0,0,positive
91,Глава 92,0.0,0,0,0,0,0,neutral
92,Глава 93,0.0,0,0,0,0,0,neutral
93,Глава 94,0.0,0,0,0,0,0,neutral
94,Глава 95,0.0,0,0,0,0,0,neutral
95,Глава 96,0.0,0,0,0,0,0,neutral
96,Глава 97,-6.0,-2.0,3,0,3,0,negative
97,Глава 98,1.0,1.0,1,1,0,0,positive
98,Глава 99,-4.0,-2.0,2,0,2,0,negative
99,Глава 100,0.0,0,0,0,0,0,neutral
100,Глава 101,0.0,0,0,0,0,0,neutral
101,Глава 102,0.0,0.0,2,1,1,0,neutral
102,II,-2.0,-0.1818,11,6,5,0,negative
103,глава IV,3.0,1.0,3,3,0,0,positive
104,IV.,-5.0,-1.6667,3,0,3,0,negative
105,I,0.0,0,0,0,0,0,neutral
106,Глава 107,-4.0,-0.2857,14,7,7,0,negative
107,I,0.0,0,0,0,0,0,neutral
108,VII.,27.0,0.9,30,27,3,0,positive
109,Глава 110,6.0,0.8571,7,5,2,0,positive
110,Глава 111,8.0,1.1429,7,7,0,0,positive
111,Глава 112,3.0,0.5,6,5,1,0,positive
112,II,0.0,0,0,0,0,0,neutral
113,II,0.0,0,0,0,0,0,neutral
114,I,3.0,0.2308,13,7,6,0,positive
115,XXVIII.,4.0,0.5714,7,5,2,0,positive
116,XXXIV.,0.0,0,0,0,0,0,neutral
117,II,-2.0,-2.0,1,0,1,0,negative
118,XXXIV.,0.0,0,0,0,0,0,neutral
119,XXXV.,0.0,0,0,0,0,0,neutral
120,I,3.0,1.5,2,2,0,0,positive
121,XXXVI.,0.0,0.0,2,1,1,0,neutral
122,XXXIX.,-2.0,-1.0,2,0,2,0,negative
123,XLI.,0.0,0,0,0,0,0,neutral
124,Глава 125,-1.0,-1.0,1,0,1,0,negative
125,XLV.,-2.0,-2.0,1,0,1,0,negative
126,XLVI.,5.0,0.3846,13,8,5,0,positive
127,XXIX.,0.0,0,0,0,0,0,neutral
128,XXX.,0.0,0,0,0,0,0,neutral
129,XXXI.,0.0,0,0,0,0,0,neutral
130,XXXII.,2.0,1.0,2,2,0,0,positive
131,XXXIII.,0.0,0,0,0,0,0,neutral
132,XXXV.,0.0,0,0,0,0,0,neutral
133,XXXVI.,0.0,0,0,0,0,0,neutral
134,XXXVII.,0.0,0,0,0,0,0,neutral
135,II,-1.0,-0.1429,7,3,4,0,negative
136,II,1.0,1.0,1,1,0,0,positive
137,I,2.0,1.0,2,2,0,0,positive
138,II,0.0,0,0,0,0,0,neutral
139,II,2.0,0.6667,3,2,1,0,positive
140,I,0.0,0,0,0,0,0,neutral
141,II,0.0,0,0,0,0,0,neutral
142,I,0.0,0,0,0,0,0,neutral
143,II,0.0,0,0,0,0,0,neutral
144,II,-2.0,-0.4,5,2,3,0,negative
145,XXI.,0.0,0,0,0,0,0,neutral
146,XXII.,1.0,0.3333,3,2,1,0,positive
147,I,6.0,0.4615,13,10,3,0,positive
148,I.,0.0,0.0,3,2,1,0,neutral
149,I.,3.0,0.75,4,3,1,0,positive
150,Глава 151,0.0,0,0,0,0,0,neutral
151,Глава 152,0.0,0,0,0,0,0,neutral
152,Глава 153,0.0,0,0,0,0,0,neutral
153,Глава 154,0.0,0,0,0,0,0,neutral
154,Глава 155,0.0,0,0,0,0,0,neutral
155,Глава 156,0.0,0,0,0,0,0,neutral
156,Глава 157,0.0,0,0,0,0,0,neutral
157,Глава 158,0.0,0,0,0,0,0,neutral
158,Глава 159,0.0,0,0,0,0,0,neutral
159,Глава 160,1.0,1.0,1,1,0,0,positive
160,Глава 161,0.0,0,0,0,0,0,neutral
161,Глава 162,0.0,0,0,0,0,0,neutral
162,Глава 163,0.0,0,0,0,0,0,neutral
163,Глава 164,0.0,0,0,0,0,0,neutral
164,Глава 165,0.0,0,0,0,0,0,neutral
165,Глава 166,0.0,0,0,0,0,0,neutral
166,Глава 167,0.0,0,0,0,0,0,neutral
167,Глава 168,0.0,0,0,0,0,0,neutral
168,Глава 169,0.0,0,0,0,0,0,neutral
169,Глава 170,0.0,0,0,0,0,0,neutral
170,Глава 171,0.0,0,0,0,0,0,neutral
171,Глава 172,-2.0,-2.0,1,0,1,0,negative
172,Глава 173,0.0,0,0,0,0,0,neutral
173,Глава 174,0.0,0,0,0,0,0,neutral
174,Глава 175,0.0,0,0,0,0,0,neutral
175,Глава 176,0.0,0,0,0,0,0,neutral
176,Глава 177,0.0,0,0,0,0,0,neutral
177,Глава 178,0.0,0,0,0,0,0,neutral
178,Глава 179,2.0,2.0,1,1,0,0,positive
179,Глава 180,0.0,0,0,0,0,0,neutral
180,Глава 181,0.0,0,0,0,0,0,neutral
181,Глава 182,0.0,0,0,0,0,0,neutral
182,Глава 183,0.0,0,0,0,0,0,neutral
183,Глава 184,0.0,0,0,0,0,0,neutral
184,Глава 185,0.0,0,0,0,0,0,neutral
185,Глава 186,2.0,2.0,1,1,0,0,positive
186,Глава 187,0.0,0,0,0,0,0,neutral
187,Глава 188,0.0,0,0,0,0,0,neutral
188,Глава 189,0.0,0,0,0,0,0,neutral
189,Глава 190,0.0,0,0,0,0,0,neutral
190,Глава 191,0.0,0,0,0,0,0,neutral
191,Глава 192,0.0,0,0,0,0,0,neutral
192,Глава 193,0.0,0,0,0,0,0,neutral
193,Глава 194,0.0,0,0,0,0,0,neutral
194,Глава 195,0.0,0,0,0,0,0,neutral
195,Глава 196,0.0,0,0,0,0,0,neutral
196,Глава 197,0.0,0,0,0,0,0,neutral
197,Глава 198,0.0,0,0,0,0,0,neutral
198,Глава 199,0.0,0,0,0,0,0,neutral
199,Глава 200,0.0,0,0,0,0,0,neutral
200,Глава 201,0.0,0,0,0,0,0,neutral
201,Глава 202,0.0,0,0,0,0,0,neutral
202,Глава 203,0.0,0,0,0,0,0,neutral
203,Глава 204,2.0,2.0,1,1,0,0,positive
204,Глава 205,2.0,2.0,1,1,0,0,positive
205,Глава 206,0.0,0,0,0,0,0,neutral
206,Глава 207,0.0,0,0,0,0,0,neutral
207,Глава 208,0.0,0,0,0,0,0,neutral
208,Глава 209,2.0,2.0,1,1,0,0,positive
209,Глава 210,0.0,0,0,0,0,0,neutral
210,Глава 211,0.0,0,0,0,0,0,neutral
211,Глава 212,0.0,0,0,0,0,0,neutral
212,Глава 213,0.0,0,0,0,0,0,neutral
213,Глава 214,0.0,0,0,0,0,0,neutral
214,Глава 215,0.0,0,0,0,0,0,neutral
215,Глава 216,0.0,0,0,0,0,0,neutral
216,Глава 217,0.0,0,0,0,0,0,neutral
217,Глава 218,-2.0,-2.0,1,0,1,0,negative
218,Глава 219,0.0,0,0,0,0,0,neutral
219,Глава 220,0.0,0,0,0,0,0,neutral
220,Глава 221,0.0,0,0,0,0,0,neutral
221,Глава 222,0.0,0,0,0,0,0,neutral
222,Глава 223,0.0,0,0,0,0,0,neutral
223,Глава 224,0.0,0,0,0,0,0,neutral
224,Глава 225,0.0,0,0,0,0,0,neutral
225,Глава 226,0.0,0,0,0,0,0,neutral
226,Глава 227,0.0,0,0,0,0,0,neutral
227,Глава 228,-2.0,-2.0,1,0,1,0,negative
228,Глава 229,0.0,0,0,0,0,0,neutral
229,Глава 230,0.0,0,0,0,0,0,neutral
230,Глава 231,0.0,0,0,0,0,0,neutral
231,Глава 232,0.0,0,0,0,0,0,neutral
232,Глава 233,0.0,0,0,0,0,0,neutral
233,Глава 234,0.0,0,0,0,0,0,neutral
234,Глава 235,0.0,0,0,0,0,0,neutral
235,Глава 236,0.0,0,0,0,0,0,neutral
236,Глава 237,0.0,0,0,0,0,0,neutral
237,Глава 238,0.0,0,0,0,0,0,neutral
238,Глава 239,0.0,0,0,0,0,0,neutral
239,Глава 240,0.0,0,0,0,0,0,neutral
240,Глава 241,0.0,0,0,0,0,0,neutral
241,Глава 242,0.0,0,0,0,0,0,neutral
242,Глава 243,0.0,0,0,0,0,0,neutral
243,Глава 244,0.0,0,0,0,0,0,neutral
244,Глава 245,2.0,2.0,1,1,0,0,positive
245,Глава 246,0.0,0,0,0,0,0,neutral
246,Глава 247,0.0,0,0,0,0,0,neutral
247,Глава 248,0.0,0,0,0,0,0,neutral
248,Глава 249,0.0,0,0,0,0,0,neutral
249,Глава 250,0.0,0,0,0,0,0,neutral
250,Глава 251,0.0,0,0,0,0,0,neutral
251,Глава 252,0.0,0,0,0,0,0,neutral
252,Глава 253,0.0,0,0,0,0,0,neutral
253,Глава 254,0.0,0,0,0,0,0,neutral
254,Глава 255,2.0,2.0,1,1,0,0,positive
255,Глава 256,0.0,0,0,0,0,0,neutral
256,Глава 257,0.0,0,0,0,0,0,neutral
257,Глава 258,0.0,0,0,0,0,0,neutral
258,Глава 259,0.0,0,0,0,0,0,neutral
259,Глава 260,0.0,0,0,0,0,0,neutral
260,Глава 261,1.0,1.0,1,1,0,0,positive
261,Глава 262,0.0,0,0,0,0,0,neutral
262,Глава 263,0.0,0,0,0,0,0,neutral
263,Глава 264,0.0,0,0,0,0,0,neutral
264,Глава 265,0.0,0,0,0,0,0,neutral
265,Глава 266,0.0,0,0,0,0,0,neutral
266,Глава 267,0.0,0,0,0,0,0,neutral
267,Глава 269,2.0,2.0,1,1,0,0,positive
268,Глава 270,0.0,0,0,0,0,0,neutral
269,Глава 271,0.0,0,0,0,0,0,neutral
270,Глава 272,0.0,0,0,0,0,0,neutral
271,Глава 273,0.0,0,0,0,0,0,neutral
272,Глава 274,-2.0,-2.0,1,0,1,0,negative
273,Глава 275,0.0,0,0,0,0,0,neutral
274,Глава 276,0.0,0,0,0,0,0,neutral
275,Глава 277,0.0,0,0,0,0,0,neutral
276,Глава 278,0.0,0,0,0,0,0,neutral
277,Глава 279,0.0,0,0,0,0,0,neutral
278,Глава 280,-1.0,-1.0,1,0,1,0,negative
279,Глава 281,0.0,0,0,0,0,0,neutral
280,Глава 282,0.0,0,0,0,0,0,neutral
281,Глава 283,0.0,0,0,0,0,0,neutral
282,Глава 284,1.0,1.0,1,1,0,0,positive
283,Глава 285,0.0,0,0,0,0,0,neutral
284,Глава 286,-1.0,-1.0,1,0,1,0,negative
285,Глава 287,0.0,0,0,0,0,0,neutral
286,Глава 288,0.0,0,0,0,0,0,neutral
287,Глава 289,0.0,0,0,0,0,0,neutral
288,Глава 290,0.0,0,0,0,0,0,neutral
289,Глава 291,0.0,0,0,0,0,0,neutral
290,Глава 292,0.0,0,0,0,0,0,neutral
291,Глава 293,0.0,0,0,0,0,0,neutral
292,Глава 294,-1.0,-1.0,1,0,1,0,negative
293,Глава 295,1.0,1.0,1,1,0,0,positive
294,Глава 296,0.0,0,0,0,0,0,neutral
295,Глава 297,0.0,0,0,0,0,0,neutral
296,Глава 298,0.0,0,0,0,0,0,neutral
297,Глава 299,0.0,0,0,0,0,0,neutral
298,Глава 300,0.0,0,0,0,0,0,neutral
299,Глава 301,0.0,0,0,0,0,0,neutral
300,Глава 302,0.0,0,0,0,0,0,neutral
301,Глава 303,0.0,0,0,0,0,0,neutral
302,Глава 304,0.0,0,0,0,0,0,neutral
303,Глава 305,0.0,0,0,0,0,0,neutral
304,Глава 306,0.0,0,0,0,0,0,neutral
305,Глава 307,0.0,0,0,0,0,0,neutral
306,Глава 308,0.0,0,0,0,0,0,neutral
307,Глава 309,0.0,0,0,0,0,0,neutral
308,Глава 310,0.0,0,0,0,0,0,neutral
309,Глава 311,0.0,0,0,0,0,0,neutral
310,Глава 312,0.0,0,0,0,0,0,neutral
311,Глава 313,0.0,0,0,0,0,0,neutral
312,Глава 314,0.0,0,0,0,0,0,neutral
313,Глава 315,0.0,0,0,0,0,0,neutral
314,Глава 316,0.0,0,0,0,0,0,neutral
315,Глава 317,-2.0,-2.0,1,0,1,0,negative
316,Глава 318,0.0,0,0,0,0,0,neutral
317,Глава 319,0.0,0,0,0,0,0,neutral
318,Глава 320,2.0,2.0,1,1,0,0,positive
319,Глава 321,0.0,0,0,0,0,0,neutral
320,Глава 322,0.0,0,0,0,0,0,neutral
321,Глава 323,0.0,0,0,0,0,0,neutral
322,Глава 324,0.0,0,0,0,0,0,neutral
323,Глава 325,0.0,0,0,0,0,0,neutral
324,Глава 326,0.0,0,0,0,0,0,neutral
325,Глава 327,0.0,0,0,0,0,0,neutral
326,Глава 328,0.0,0,0,0,0,0,neutral
327,Глава 329,0.0,0,0,0,0,0,neutral
328,Глава 330,0.0,0,0,0,0,0,neutral
329,Глава 331,0.0,0,0,0,0,0,neutral
330,Глава 332,0.0,0,0,0,0,0,neutral
331,Глава 333,0.0,0,0,0,0,0,neutral
332,Глава 334,0.0,0,0,0,0,0,neutral
333,Глава 335,0.0,0,0,0,0,0,neutral
334,Глава 336,0.0,0,0,0,0,0,neutral
335,Глава 337,0.0,0,0,0,0,0,neutral
336,Глава 338,-2.0,-2.0,1,0,1,0,negative
337,Глава 339,0.0,0,0,0,0,0,neutral
338,Глава 340,0.0,0,0,0,0,0,neutral
339,Глава 341,2.0,2.0,1,1,0,0,positive
340,Глава 342,0.0,0,0,0,0,0,neutral
341,Глава 343,0.0,0,0,0,0,0,neutral
342,Глава 344,0.0,0,0,0,0,0,neutral
343,Глава 345,0.0,0,0,0,0,0,neutral
344,Глава 346,0.0,0,0,0,0,0,neutral
345,Глава 347,0.0,0,0,0,0,0,neutral
346,Глава 348,-1.0,-1.0,1,0,1,0,negative
347,Глава 349,0.0,0,0,0,0,0,neutral
348,Глава 350,0.0,0,0,0,0,0,neutral
349,Глава 351,0.0,0,0,0,0,0,neutral
350,Глава 352,0.0,0,0,0,0,0,neutral
351,Глава 353,0.0,0,0,0,0,0,neutral
352,Глава 354,0.0,0.0,2,1,1,0,neutral
353,Глава 355,0.0,0,0,0,0,0,neutral
354,Глава 356,-2.0,-2.0,1,0,1,0,negative
355,Глава 357,0.0,0,0,0,0,0,neutral
356,Глава 358,0.0,0,0,0,0,0,neutral
357,Глава 359,0.0,0,0,0,0,0,neutral
358,Глава 360,0.0,0,0,0,0,0,neutral
359,Глава 361,0.0,0,0,0,0,0,neutral
360,Глава 362,0.0,0,0,0,0,0,neutral
361,Глава 363,0.0,0,0,0,0,0,neutral
362,Глава 364,0.0,0,0,0,0,0,neutral
363,Глава 365,0.0,0,0,0,0,0,neutral
364,Глава 366,0.0,0,0,0,0,0,neutral
365,Глава 367,0.0,0,0,0,0,0,neutral
366,Глава 368,0.0,0,0,0,0,0,neutral
367,Глава 369,0.0,0,0,0,0,0,neutral
368,Глава 370,0.0,0,0,0,0,0,neutral
369,Глава 371,0.0,0,0,0,0,0,neutral
370,Глава 372,0.0,0,0,0,0,0,neutral
371,Глава 373,0.0,0,0,0,0,0,neutral
372,Глава 374,0.0,0,0,0,0,0,neutral
373,Глава 375,0.0,0,0,0,0,0,neutral
374,Глава 376,0.0,0,0,0,0,0,neutral
375,Глава 377,-2.0,-2.0,1,0,1,0,negative
376,Глава 378,0.0,0,0,0,0,0,neutral
377,Глава 379,0.0,0,0,0,0,0,neutral
378,Глава 380,0.0,0,0,0,0,0,neutral
379,Глава 381,0.0,0,0,0,0,0,neutral
380,Глава 382,0.0,0,0,0,0,0,neutral
381,Глава 383,0.0,0,0,0,0,0,neutral
382,Глава 384,0.0,0,0,0,0,0,neutral
383,Глава 385,0.0,0,0,0,0,0,neutral
384,Глава 386,0.0,0,0,0,0,0,neutral
385,Глава 387,0.0,0,0,0,0,0,neutral
386,Глава 388,-2.0,-2.0,1,0,1,0,negative
387,Глава 389,0.0,0,0,0,0,0,neutral
388,Глава 390,0.0,0,0,0,0,0,neutral
389,Глава 391,0.0,0,0,0,0,0,neutral
390,Глава 392,0.0,0,0,0,0,0,neutral
391,Глава 393,0.0,0,0,0,0,0,neutral
392,Глава 394,0.0,0,0,0,0,0,neutral
393,Глава 395,0.0,0,0,0,0,0,neutral
394,Глава 396,0.0,0,0,0,0,0,neutral
395,Глава 397,0.0,0,0,0,0,0,neutral
396,Глава 398,0.0,0,0,0,0,0,neutral
397,Глава 399,0.0,0,0,0,0,0,neutral
398,Глава 400,0.0,0,0,0,0,0,neutral
399,Глава 401,0.0,0,0,0,0,0,neutral
400,Глава 402,0.0,0,0,0,0,0,neutral
401,Глава 403,0.0,0,0,0,0,0,neutral
402,Глава 404,-2.0,-2.0,1,0,1,0,negative
403,Глава 405,0.0,0,0,0,0,0,neutral
404,Глава 406,0.0,0,0,0,0,0,neutral
405,Глава 407,0.0,0,0,0,0,0,neutral
406,Глава 408,0.0,0,0,0,0,0,neutral
407,Глава 409,0.0,0,0,0,0,0,neutral
408,Глава 410,0.0,0,0,0,0,0,neutral
409,Глава 411,0.0,0,0,0,0,0,neutral
410,Глава 412,0.0,0,0,0,0,0,neutral
411,Глава 413,0.0,0,0,0,0,0,neutral
412,Глава 414,0.0,0,0,0,0,0,neutral
413,Глава 415,0.0,0,0,0,0,0,neutral
414,Глава 416,0.0,0,0,0,0,0,neutral
415,Глава 417,0.0,0,0,0,0,0,neutral
416,Глава 418,0.0,0,0,0,0,0,neutral
417,Глава 419,0.0,0,0,0,0,0,neutral
418,Глава 420,0.0,0,0,0,0,0,neutral
419,Глава 421,0.0,0,0,0,0,0,neutral
420,Глава 422,0.0,0.0,2,1,1,0,neutral
421,Глава 423,0.0,0,0,0,0,0,neutral
422,Глава 424,2.0,2.0,1,1,0,0,positive
423,Глава 425,0.0,0,0,0,0,0,neutral
424,Глава 426,0.0,0,0,0,0,0,neutral
425,Глава 427,0.0,0,0,0,0,0,neutral
426,Глава 428,0.0,0,0,0,0,0,neutral
427,Глава 429,0.0,0,0,0,0,0,neutral
428,Глава 430,0.0,0,0,0,0,0,neutral
429,Глава 431,0.0,0,0,0,0,0,neutral
430,Глава 432,0.0,0,0,0,0,0,neutral
431,Глава 433,0.0,0,0,0,0,0,neutral
432,Глава 434,-2.0,-2.0,1,0,1,0,negative
433,Глава 435,0.0,0,0,0,0,0,neutral
434,Глава 436,0.0,0.0,2,1,1,0,neutral
435,Глава 437,0.0,0,0,0,0,0,neutral
436,Глава 438,0.0,0,0,0,0,0,neutral
437,Глава 439,0.0,0,0,0,0,0,neutral
438,Глава 440,0.0,0,0,0,0,0,neutral
439,Глава 441,0.0,0,0,0,0,0,neutral
440,Глава 442,0.0,0,0,0,0,0,neutral
441,Глава 443,0.0,0,0,0,0,0,neutral
442,Глава 444,0.0,0,0,0,0,0,neutral
443,Глава 445,0.0,0,0,0,0,0,neutral
444,Глава 446,0.0,0,0,0,0,0,neutral
445,Глава 447,-2.0,-2.0,1,0,1,0,negative
446,Глава 448,0.0,0,0,0,0,0,neutral
447,Глава 449,0.0,0,0,0,0,0,neutral
448,Глава 450,0.0,0,0,0,0,0,neutral
449,Глава 451,0.0,0,0,0,0,0,neutral
450,Глава 452,0.0,0,0,0,0,0,neutral
451,Глава 453,0.0,0,0,0,0,0,neutral
452,Глава 454,0.0,0,0,0,0,0,neutral
453,Глава 455,0.0,0,0,0,0,0,neutral
454,Глава 456,0.0,0,0,0,0,0,neutral
455,Глава 457,0.0,0,0,0,0,0,neutral
456,Глава 458,0.0,0,0,0,0,0,neutral
457,Глава 459,-2.0,-2.0,1,0,1,0,negative
458,Глава 460,-2.0,-2.0,1,0,1,0,negative
459,Глава 461,0.0,0,0,0,0,0,neutral
460,Глава 462,0.0,0,0,0,0,0,neutral
461,Глава 463,0.0,0,0,0,0,0,neutral
462,Глава 464,0.0,0,0,0,0,0,neutral
463,Глава 465,0.0,0,0,0,0,0,neutral
464,Глава 466,0.0,0,0,0,0,0,neutral
465,Глава 467,0.0,0,0,0,0,0,neutral
466,Глава 468,-2.0,-2.0,1,0,1,0,negative
467,Глава 469,0.0,0,0,0,0,0,neutral
468,Глава 470,0.0,0,0,0,0,0,neutral
469,Глава 471,0.0,0,0,0,0,0,neutral
470,Глава 472,0.0,0,0,0,0,0,neutral
471,Глава 473,0.0,0,0,0,0,0,neutral
472,Глава 474,0.0,0,0,0,0,0,neutral
473,Глава 475,0.0,0,0,0,0,0,neutral
474,Глава 476,0.0,0,0,0,0,0,neutral
475,Глава 477,0.0,0,0,0,0,0,neutral
476,Глава 478,0.0,0,0,0,0,0,neutral
477,Глава 479,-2.0,-2.0,1,0,1,0,negative
478,Глава 480,0.0,0,0,0,0,0,neutral
479,Глава 481,0.0,0,0,0,0,0,neutral
480,Глава 482,0.0,0,0,0,0,0,neutral
481,Глава 483,0.0,0,0,0,0,0,neutral
482,Глава 484,0.0,0,0,0,0,0,neutral
483,Глава 485,0.0,0,0,0,0,0,neutral
484,Глава 486,0.0,0,0,0,0,0,neutral
485,Глава 488,0.0,0,0,0,0,0,neutral
486,Глава 489,-2.0,-2.0,1,0,1,0,negative
487,Глава 490,0.0,0,0,0,0,0,neutral
488,Глава 491,0.0,0,0,0,0,0,neutral
489,Глава 492,0.0,0,0,0,0,0,neutral
490,Глава 493,0.0,0,0,0,0,0,neutral
491,Глава 494,0.0,0,0,0,0,0,neutral
492,Глава 495,0.0,0,0,0,0,0,neutral
493,Глава 496,2.0,2.0,1,1,0,0,positive
494,Глава 497,0.0,0,0,0,0,0,neutral
495,Глава 498,2.0,2.0,1,1,0,0,positive
496,Глава 499,0.0,0,0,0,0,0,neutral
497,Глава 500,0.0,0,0,0,0,0,neutral
498,Глава 501,0.0,0,0,0,0,0,neutral
499,Глава 502,0.0,0,0,0,0,0,neutral
500,Глава 503,0.0,0,0,0,0,0,neutral
501,Глава 504,-2.0,-2.0,1,0,1,0,negative
502,Глава 505,0.0,0,0,0,0,0,neutral
503,Глава 506,0.0,0,0,0,0,0,neutral
504,Глава 507,0.0,0,0,0,0,0,neutral
505,Глава 508,2.0,2.0,1,1,0,0,positive
506,Глава 509,0.0,0,0,0,0,0,neutral
507,Глава 510,0.0,0,0,0,0,0,neutral
508,Глава 511,0.0,0,0,0,0,0,neutral
509,Глава 512,0.0,0,0,0,0,0,neutral
510,Глава 513,0.0,0,0,0,0,0,neutral
511,Глава 514,0.0,0,0,0,0,0,neutral
512,Глава 515,0.0,0,0,0,0,0,neutral
513,Глава 516,0.0,0,0,0,0,0,neutral
514,Глава 517,0.0,0,0,0,0,0,neutral
515,Глава 518,0.0,0,0,0,0,0,neutral
516,Глава 519,0.0,0,0,0,0,0,neutral
517,Глава 520,0.0,0,0,0,0,0,neutral
518,Глава 521,0.0,0,0,0,0,0,neutral
519,Глава 522,0.0,0,0,0,0,0,neutral
520,Глава 523,0.0,0,0,0,0,0,neutral
521,Глава 524,0.0,0,0,0,0,0,neutral
522,Глава 525,0.0,0,0,0,0,0,neutral
523,Глава 527,0.0,0,0,0,0,0,neutral
524,Глава 528,-2.0,-2.0,1,0,1,0,negative
