name,name_lower,occurrences,first_offset,chapters,num_chapters,context_sample
Разговор,разговор,33,579564,"87,147,151,153,154,155,157,158,171,180,182,196,208,210,230,233,234,238,248,252,263,265,266,267,268,277,285,308,310,311",30,ее была достигнута. Разговор снова возобновился 
Безухова,безух,32,10898,"1,27,46,67,78,85,125,148,149,151,152,153,155,156,157,158,178,198,223,251,277,303,307,336",24,"ворили, что графиня Безухова умерла от страшного"
Элен,элен,32,11068,"1,66,72,102,125,132,136,137,148,149,178,179,199,207,208,223,227,241,242,243,266,277,278,281",24,"spagne893 предписал Элен небольшие дозы
како"
Николиньки Болконского,болконского,31,597573,"89,108,115,119,121,149,152,158,166,167,168,169,209,210,218,219,220,228,237,245,254,265,267,271,279,311",26," внизу, в отделении Николиньки Болконского, в его спальне,
как"
Мари,мар,30,107592,"13,14,57,71,73,81,82,87,88,89,313,315,316,323,327,336",16,"е, пойдемте к нему, Мари, ‑‑ проговорила Нат"
Ежели,ежел,29,21472,"3,5,8,14,18,33,39,43,55,64,67,69,75,85,87,88,89,94,106,108,111,115,120,125,136",25,"имает его
значения. Ежели он пытается понять "
Бонапарта,бонапарт,29,572373,"87,93,101,102,103,104,106,108,115,119,123,149,157,158,167,316,324,327,336",19,"пять
молодца нашего Бонапарта. Он бы всю дурь пов"
Приезд,приезд,29,1165127,"158,176,180,187,197,207,208,210,219,225,228,237,239,241,243,246,248,260,278,283,289,296,300,306,310",25,Глава XXIII. Приезд в Лысые Горы князя 
Тихон,тихон,27,99783,"13,40,41,42,143,145,263,300",8,"
няня, три девушки, Тихон, молодой лакей и га"
Бородинском,бородинск,26,45140,"6,17,27,30,35,143,274,277,282,286,313,314,316,320,323,325,327,332,333,334",20,"Страшное известие о Бородинском сражении, о наших п"
Рассуждение,рассуждени,26,1195156,"230,249,261,274,276,277,278,284,289,290,292,299,304,310,311",15,Глава I. Рассуждение автора о праздности
Ростовым,ростовым,25,26886,"3,5,7,13,69,79,141,156,183,184,198,218,224,225,226,257,258,259,270,285,310",21,овоспитанным графом Ростовым. В числе мужчин был
Николинька Болконский,болконский,25,570624,"87,103,115,121,125,132,158,161,171,172,187,226,253,262,275,311",16,"вечал
также шопотом Николинька Болконский."
Несвицкий,несвицкий,25,846157,"114,115,117,118,163,164,165,197",8,"Вместо: его товарищ Несвицкий, ‑‑ в Р. В.: кавале"
Билибин,билиб,24,5316,"0,119,120,121,167,168,209,336",8,И Билибин повторил следующие 
Багратион,багратион,24,9614,"1,18,30,121,123,125,169,170,171,173,174,175,177,189,192,196,197,254,324,327",20,"азваны были Тучков,
Багратион, Кутайсов. Тоже и п"
Участвовал,участвовал,24,1245131,"313,314,316,318,319,320,321,323,325,327,329,332,334",13,ком главного штаба. Участвовал в Бородинском и Тар
Ростове,ростов,23,37667,"5,6,7,13,71,79,108,115,153,189,193,205,224,229,246,248,269,278,289",19," Марье заговорила о Ростове, хваля его и расска"
Бенигсена,бенигсен,23,133776,"16,18,19,20,21,22,31,32,64,140,144,254,275,277,291,306",16,"ая армия, по совету Бенигсена и Барклая,
дала бы "
Европу,европ,23,409636,"65,67,74,75,76,77,87,90,96,98,106,121,143,323,336",15,"у Россию; вы спасли Европу"" ‑‑ все уже тогда п"
Берга,берг,23,796473,"109,111,125,157,184,192,224,226,264,278,336",11,После слов: называя Берга ее женихом. ‑‑ в Р.
Кутузовым,кутузовым,22,10488,"1,18,31,58,60,64,119,120,144,146,160,170,190,271,272,277,278,279,282,307,323",21,"более своим protégé Кутузовым, а хранил молчание,"
Только,только,22,21335,"3,7,11,20,25,39,42,43,48,58,73,85,92,108,110,115,125,132,141,336",20,"ода древа
познания. Только одна бессознательна"
Бородинского,бородинского,21,1662,"0,3,33,35,59,66,143,144,275,277,278,281,319,330,334",15,"густа, в самый день Бородинского сражения, был
вечер"
Василий,василий,21,1935,"0,1,72,86,102,103,112,158,178,179,181,266",12,"олжен был сам князь Василий, славившийся своим "
Ее,ее,21,31149,"4,70,82,108,117,132,154,155,182,223,228,238,242,277,285,289,293,304,310,330",20,"‑‑ Ее племянницу, княжну "
Анна Михайловна,михайловн,21,728245,"104,108,109,112,155,156,158,183,196,230,239,241,320,334",14," бы уж… ‑‑ в Р. В.: Анна Михайловна, будто
цыганка, вып"
Вере,вер,21,780814,"108,109,111,125,155,224,226",7,рительно подмигивая Вере. ‑‑ в Р. В.:
См,см,21,828645,"112,125,143,144,312,316,317,318,319,322,324,325,327,329",14,", радуйтесь теперь. См. изд. 1911 г."
Ипполит,ипполит,20,5701,"0,102,106,121,148,150,336",7,"иданно
сказал князь Ипполит. Все оглянулись на "
Воронеж,воронеж,20,22782,"3,4,5,6,13,79,284,285,286,289",10,"онтом для дивизии в Воронеж, но и с величайшим
"
Николай Иванович,иванович,20,150557,"19,114,312,313,315,317,320,323,324,325,327,329,334,336",14,"‑ Ха, ха, ха! Ай да Николай Иванович! ха, ха, ха!.."
Граф Орлов,орл,20,154631,"21,22,66,67,71,292,307",7,Граф Орлов‑Денисов с казаками 
Парижа,париж,20,169631,"23,76,77,78,90,102,105,106,144,277,315,316,320,323,330",15,"и управления делами Парижа, ни дипломатических"
Ему,ем,19,35724,"4,11,71,72,79,85,88,89,106,110,115,122,123,125,143,336",16,Николай молчал. Ему приятно было слышат
Денисову,денисов,19,156364,"21,38,39,40,42,43,44,46,82,86,117,207,213",13,"залось графу Орлову‑Денисову, и особенно по слов"
Вильну,вильн,19,165844,"23,51,52,58,59,64,65,137,145,146,251,306,313",13,"ся в Смоленск или в Вильну, или остаться
в Мос"
Горы,гор,19,332804,"53,80,81,104,158,201,210,253,257,262,264,265,267,268,289,304",16," их
смысле. Но нет. Горы книг написаны истор"
Бернадот Жан,жан,19,1245392,"313,316,319,320,322,323,327,328,330,333",10,Бернадот Жан‑Батист‑Жюль (1764‑‑
Даву,дав,18,70797,"9,29,47,52,251,288,316",7,"зко
подошел к нему. Даву, не поднимая глаз, "
Меня Платоном,платон,18,88777,"11,12,26,48,50,144,281,312",8,"не скучно, соколик. Меня Платоном звать; Каратаевы пр"
Николушка,николушк,18,99733,"13,14,55,70,125,183,209,289",8,"ли m‑lle Bourienne, Николушка с гувернером, стара"
Часть,часть,18,700464,"101,114,125,132,134,136,143,144,145,146,336",11,Вместо: Часть первая. I. ‑‑ в Р. 
Анатолем,анатол,18,743853,"106,108,147,181,182,242,244,245,246,247",10," она затевала между Анатолем и золовкой
маленько"
Жерков,жерк,18,857994,"115,117,123,161,162,165,173,175,177",9,"ах завязнет, сказал Жерков, но шутка его не
по"
Василия,васили,17,6412,"0,67,102,104,147,148,149,150,158,178,179,180,207,266,281",15,"у, пригласила князя Василия к столу, и, поднеся"
Мишо,мишо,17,13681,"2,283,336",3,"ый этот
был француз Мишо, не знавший по‑русс"
Мне,мн,17,53231,"6,41,45,57,71,79,82,108,110,111,115,144,336",13,"""Мне слишком тяжело было"
Ермолов,ермол,17,146448,"18,19,20,22,30,34,59,65,254",9," степени натянутое. Ермолов,
за несколько дней "
Вене,вен,17,607607,"90,95,115,119,120,121,163,167,312,315,320,324,327,336",14,"и), разговаривали в
Вене и этим разговором д"
Отчего,отчего,16,50747,"6,15,43,45,70,71,87,89,90,106,108,110,121",13,"ее будет исполнена. Отчего я не молюсь о том, "
Солдаты,солдат,16,77217,"10,12,24,30,61,62,63,114,122,124,125,305",12,"ие подобное улыбке. Солдаты,
торопясь руками, с"
Мюрат,мюрат,16,133645,"16,18,21,22,24,25,30,170,251,292,312,313,324",13,"ела Москва? Если бы Мюрат не
потерял из виду "
Коновницына,коновниц,16,151022,"19,20,31,32,34,64,65,296,297",9,"и, это всё
нарочно. Коновницына подкатить. Посмотри"
Денисовым,денисовым,16,159659,"21,39,40,43,46,115,164,186,195,207,211,214,300",13,"быть там, с Орловым‑Денисовым.
Взволнованный, ого"
Долоховым,долоховым,16,253520,"38,43,44,46,108,160,198,202,204,205,242,301",12,"чальникам, вместе с Долоховым атаковать и взять э"
Толстой,толст,16,1273065,"321,325,332,333,335,336",6,"зем, как
его назвал Толстой, не был ‑‑ II 305‑‑"
Для,дл,15,43165,"5,8,25,53,54,57,92,93,96,99,143,146,336",13,"я с княжной
Марьей. Для этого объяснения он"
Австрии,австри,15,168508,"23,35,75,76,90,93,102,106,159,167,318,320,323,335",14,"Египте, в Италии, в Австрии и в Пруссии. Мы не "
Алексея Петровича,петрович,15,220175,"31,144,316,319,324,325,327,331,332,333",10,‑ От Дохтурова и от Алексея Петровича. Наполеон в Фоминск
Людовик,людовик,15,605441,"90,93,125,314,316,322",6,"""Людовик XIV был очень горды"
Карлы,карл,15,630953,"93,313,314,315,319,322,327,333,334,335,336",11," а Людовики ХVІ‑е и Карлы І‑е казнятся
народа"
Марья Дмитриевна,дмитриевн,15,799570,"109,110,113,134,142,239,243,245,246,247",10,После слов: Марья Дмитриевна ‑‑ в Р. В.: приехав
Жюли,жюл,15,801536,"109,110,111,113,125,134,239,241,272",9," столу. ‑‑ в Р. В.:
Жюли, вечно улыбающаяся "
Тушина,туш,15,928300,"124,125,171,172,173,176,177",7,о слов: Про батарею Тушина ‑‑ в Р. В. глава: X
Растопчина,растопч,14,12382,"1,24,59,68,144,238,260,278,279,282,314,319",12,"ень пришло от графа Растопчина следующее
донесение"
Ведь,ведь,14,30926,"4,29,40,42,43,45,71,84,88,89,122,126,144",13,"‑‑ Пойдем, Nicolas. Ведь
ты позволил так наз"
Николиньке,николиньк,14,61685,"7,85,87,88,89,110",6,"оня, ты не напишешь Николиньке? ‑‑
сказала графиня"
Один,од,14,76086,"10,41,46,50,60,62,63,76,108,118,125,159",12,"и бритые острожные. Один высокий, худой; дру"
После,посл,14,105313,"13,21,66,77,108,313,314,322,323,325,327,332,336",13,"елает, чтò надобно. После разорения Москвы и "
Курагина,кураг,14,120258,"15,106,108,120,125,147,158,242,253,336",10,"те, когда
он увидал Курагина, он теперь не мог в"
Во,во,14,156313,"21,62,80,86,90,98,119,140,314,324,327,332,335",13,"этих не было видно. Во французском лагере,"
Анатоль,анатоль,14,758129,"108,181,242,246,247",5,"есто: в котором жил Анатоль, ‑‑ в Р. В.: в кото"
Эпилог,эпилог,14,1135587,146,1,Вместо: Эпилог. Часть первая. I. ‑
Je,je,13,4990,"0,2,17,44,51,87,109,110,125,143,146",11,‑‑ Je trouve que c'est ch
Теперь,теперь,13,62261,"7,32,64,71,82,84,89,108,109,121,125,136",12,"
она сейчас видела. Теперь, когда она знала, ч"
Несмотря,несмотр,13,63822,"8,17,18,27,58,66,67,79,104,108,115,143",12," хорошо
изъяснялся. Несмотря на то, в тот же ден"
Несколько,несколько,13,72488,"9,10,29,44,49,62,70,79,90,108,115,336",12,"посмотрел на Пьера. Несколько секунд они
смотрели"
Еще,ещ,13,74488,"9,45,47,51,54,55,59,81,88,110,123,144",12," посмотрел на
него. Еще бы одна минута и Да"
Старый,старый,13,81964,"10,13,15,108,158,180,200,228,230,262,263,336",12,"свое падающее тело. Старый солдат, унтер‑офице"
Болховитинов,болховитин,13,219009,"30,31,32,144,296,297",6,"ан толковый офицер, Болховитинов, который кроме
пись"
Анатолий Васильевич,васильевич,13,1004459,"135,136,314,315,316,321,325,327,331,332,335",11,Вместо: Анатолий Васильевич ‑‑ в I изд. 68 г.: 
Кроме,кром,12,10559,"1,8,28,34,52,81,88,91,95,102,106,108",12, главнокомандующем. Кроме того к вечеру этого
Был,был,12,77575,"10,11,19,38,61,312,315,316,317,319,325,331",12,"ма, и он оглянулся. Был дым, и французы
с б"
Французы,француз,12,185153,"26,40,46,50,58,144,146,277",8," никакого названия. Французы звали ее Азор,
солд"
Дохтуров,дохтур,12,215309,"30,31,33,144,296",5,"оследствии, получил Дохтуров; тот самый,
скромны"
Движение,движени,12,656929,"96,146,187,189,190,264,266,278,292,295,305",11,2) Движение народов производит 
Жорж,жорж,12,717335,"102,103,104,106,149,244,317,336",8,", делал честь m‑lle Жорж не только восхищать"
Франц,франц,12,891095,"119,120,121,168,184,316,320,322,335",9,"отовленный обед. ‑‑ Франц, поправь экран,
а т"
Встреча,встреч,12,1181065,"195,201,214,218,230,239,251,259,289,310",10," к Москве и к дому. Встреча с
родными и Соней. "
Государь,государь,11,12600,"1,2,59,64,143,225,336",7,"м оставляет Москву. Государь! поступок Кутузова
"
Ильи Андреевича,андреевич,11,24707,"3,78,125,240,278,312,313,316,319,323,327",11,‑‑ Вы графа Ильи Андреевича сын? Моя жена очень
Bourienne,bourienne,11,39810,"5,13,79",3,"рудные звуки. М‑llе Bourienne, бывшая в гостиной,"
Опять,опять,11,114583,"14,28,29,46,64,69,76,82,106,115",10,"не смотрела на нее. Опять все
молчали."
Два,дв,11,123736,"15,19,25,31,49,62,64,114,117,121",10,"
прежнее положение. Два раза она оглянулась"
Другой,друг,11,144000,"18,20,28,56,63,77,78,85,92,115",10,"тербургской дороге. Другой, в нескольких тысяч"
Можайском,можайск,11,144160,"18,23,33,50,273,274,278,323",8,стоит между Рузою и Можайском. Наполеон же сам по
Аустерлицкой,аустерлицк,11,147936,"19,21,59,64,196,200,313,319,323,331,333",11,"ая. Так же, как и
в Аустерлицкой диспозиции было нап"
Долохову,долохов,11,252623,"38,43,44,114,159,204,205",7,"е только Денисову и Долохову (тоже
партизану с н"
Березины,березин,11,326238,"51,54,59,64,335",5,"ка, от Смоленска до Березины, от Березины до
Вил"
Аракчеев,аракче,11,372603,"59,86,87,88,89,132,219,254,322",9," к нему
от государя Аракчеев сказал, что надо бы"
Польше,польш,11,474940,"74,106,115,125,250,256,320",7,"но, дав конституцию Польше, сделав
Священный С"
Англию,англи,11,488698,"76,95,96,102,106,314,318,327,329,330",10,"илы на экспедицию в Англию, которая очевидно
п"
Приходи,приход,11,862920,"115,156,162,199,201,234,240,273,275,279,297",11,‑‑ Приходи же обедать! крикнул
Приложение,приложени,11,1040691,"143,144",2, романа. См. т. IV. Приложение I. План кампании 12
Настроение,настроени,11,1173956,"180,182,190,201,226,260,265,267,275,285",10,"есать княжну Марью.
Настроение княжны Марьи перед "
Мысли,мысл,11,1180532,"194,226,255,268,276,277,279,304,310,311",10,"ручиком
Сухтеленом. Мысли князя Андрея о Напо"
Le,le,10,3392,"0,25,49,103,106,125,144,324",8,tesse est très mal. Le médecin dit que c'e
Il,il,10,3648,"0,4,28,44,102,106,113,123,125",9,"ant à ce qu'on dit. Il a pleuré comme un
e"
Может,может,10,6115,"0,28,31,71,72,82,106,109,121,144",10,"едшие ему
на язык. ""Может выйдет очень хорошо"
Надо,надо,10,35035,"4,6,7,28,38,82,114,115,120,126",10,"ть жениться на ней. Надо же,
чтоб я ее встре"
Андрей Николаевич,николаевич,10,47416,"6,86,146,314,315,324,327",7," что
ежели бы князь Андрей Николаевич не был бы жив, то, "
Однако,однако,10,48834,"6,15,43,81,87,108,121,125,136",9," раз
заметил в ней. Однако он собирался уезжат"
От,от,10,51743,"6,11,15,39,48,62,71,336",8,"‑‑ От губернатора, ‑‑ зас"
Одно,одно,10,51887,"6,14,38,47,48,54,55,68,72,80",10,"ай взял два письма. Одно было от матери, дру"
Никто,никто,10,80480,"10,15,26,29,44,60,66,85",8,"
подбежал к столбу. Никто не удерживал его. В"
Каратаевы,каратаев,10,88798,"11,12,26,27,47,66,69,89,311",9,"еня Платоном звать; Каратаевы прозвище, ‑‑
прибав"
Вишь,вишь,10,92224,"11,26,29,61,62,63,123,144",8,"сказал Каратаев. ‑‑ Вишь, шельма, свернулась"
Одна,одн,10,110711,"14,21,55,61,70,92,102,106,115,120",10,"н был худ и бледен. Одна худая, прозрачно‑бе"
Ничего,ничего,10,115802,"14,70,86,115,121,137",6,‑‑ Ничего. Не надо плакать зд
Неужели,неужел,10,122303,"15,54,69,71,73,89,108,121,336",9,"льному звуку спиц. ""Неужели только за тем так
с"
Офицеру,офицер,10,149812,"19,20,44,114,115,123,124,125",8,мое криком голосов. Офицеру и весело стало на д
Италии,итали,10,168498,"23,75,76,90,106,325,329,330",8,"на, чем в Египте, в Италии, в Австрии и в Прус"
Аустерлица,аустерлиц,10,215619,"30,65,76,77,312,315,327,336",8,"ких с французами, с Аустерлица и до 13‑го года, мы"
Казаки,казак,10,218310,"30,38,45,46,119,336",6,"ого войска в город. Казаки из отряда Дорохова
"
Чем,чем,10,250598,"38,68,77,98,134,144,146,336",8,"учреждаться другие. Чем дальше подвигалась
"
Божества,божеств,10,320878,"50,90,93,94,95",5,"ждение самосознания
Божества. Любить жизнь, люби"
Какой,как,10,440321,"70,71,106,108,109,115,120,336",8,"одили.
Я видел его. Какой был прелестный маль"
Pierre,pierre,10,710592,"102,103,105,106,108",5," aimable à vous, M. Pierre, d'être venu voir u"
Том,том,10,952113,"125,131,132,136,144,145,336",7,Вместо: Том второй. Часть перва
Бертье Луи,лу,10,1245701,"313,316,323,332,334,336",6,"Бертье Луи‑Александр, принц Не"
Через,через,9,67809,"9,57,78,82,104,115,125,144",8,ем вести к маршалу. Через час прибыла рота со
Нам,нам,9,88622,"11,26,42,71,106,143,144,336",8,"т лихорадки умирал. Нам и не сказали
ничего"
Чувство,чувство,9,101878,"13,144,184,207,211,220,249,268,289",9,"му
чувству к брату. Чувство это было так сильно"
Их,их,9,103086,"13,155,156,179,301,310,311",7,‑‑ Их сиятельство с ними 
Чего,чего,9,124536,"15,61,79,102,114,132,143,144",8," были только мысли. Чего‑то
не доставало в н"
Милорадовичу,милорадович,9,149204,"19,22,31,34,54,190",6, опять в авангард к Милорадовичу. Милорадовича не бы
Можно,можно,9,156802,"21,35,39,45,82,90,101",7,"дет Бог
знает куда. Можно ли из такой массы в"
Со,со,9,158337,"21,42,45,48,49,50,109,121,144",9,"различные предметы. Со всем этим
надо было"
Тьера,тьер,9,176834,"24,25,91,92,123,174,320",7,"оречивому изложению Тьера, он велел раздать
ж"
Говорят,говорят,9,193002,"26,62,71,108,143,336",6," покачивая головой. Говорят
нехристи, а тоже ду"
Генералу,генерал,9,253319,"38,95,104,115,124,159,163,188,277",9,"во
генерала поляка. Генералу же поляку он написа"
Василий Федорович,федорович,9,277074,"42,46,313,314,320,327,332",7," чтò же вы думаете, Василий Федорович, ‑‑ обратился он к
"
Морель,морель,9,394396,"63,144,305",3,"тком был его
денщик Морель."
Чтение,чтени,9,523880,"81,183,197,244,258,259,260,278,281",9, занимался чтением. Чтение его составляли книг
Бурбонов,бурбон,9,613733,"91,106,319,336",4," или восстановление
Бурбонов, прямо говорит, что"
Друбецкой,друбецк,9,770472,"108,153,158,215,238,251,262,272",8,"Вместо: княгине Друбецкой, ‑‑ в Р. В.: пожило"
Глаза Телянина,телян,9,873282,"115,162,212",3,"ложить. ‑‑ в Р. В.: Глаза Телянина не
успокоивались, н"
Государственного,государственного,9,1193019,"226,312,313,314,324,327,329,335",8,"Бицкого о
заседании Государственного совета. Равнодушие "
Жозеф,жозеф,9,1247519,"313,316,321,323,324,326,331",7,"ударств и княжеств: Жозеф
(1768‑‑1844) в 1806"
Графиня,графин,8,2724,"0,7,13,15,78,108,144",7," графини Безуховой.
Графиня несколько дней тому"
Mais,mais,8,4646,"0,2,24,28,102,106,114,123",8,"лодого человека.
‑‑ Mais je sais de bonne so"
